V0001,V1057,V1857
10651,TX,2
10652,TX,7
10653,TX,8
10654,TX,3
10655,TX,3
10656,TX,8
10657,TX,2
10658,TX,7
10659,TX,11
10660,TX,3
10661,TX,8
10662,TX,5
10663,TX,7
10664,TX,0
10666,TX,11
10667,TX,4
10668,TX,7
10669,TX,12
10670,TX,6
10671,TX,7
10672,TX,4
10673,TX,3
10675,TX,5
10676,TX,12
10677,TX,10
10678,TX,6
10680,TX,8
10681,TX,10
10682,TX,12
10687,TX,1
10688,TX,8
10689,TX,0
10690,TX,8
10691,TX,7
10692,TX,10
10694,TX,9
10695,TX,3
10698,TX,7
10699,TX,10
10700,TX,1
10701,TX,6
10702,TX,10
10703,TX,0
10704,TX,11
10705,TX,9
10706,TX,8
10707,TX,10
10709,TX,0
10710,TX,5
10712,TX,12
10713,TX,0
10714,TX,9
10716,TX,5
10717,TX,3
10718,TX,4
10719,TX,8
10720,TX,6
10721,TX,9
10722,TX,10
10723,TX,11
10724,TX,0
10725,TX,0
10728,TX,12
10729,TX,7
10730,TX,4
10731,TX,2
10732,TX,8
10734,TX,7
10735,TX,6
10736,TX,5
10737,TX,11
10738,CA,8
10739,TX,7
10740,TX,7
10741,TX,5
10742,TX,8
10743,TX,4
10744,TX,6
10746,TX,8
10747,TX,10
10750,TX,2
10751,TX,6
10752,TX,9
10753,TX,7
10754,TX,3
10756,TX,2
10757,TX,12
10758,TX,4
10759,TX,6
10760,TX,7
10761,TX,7
10762,TX,5
10763,TX,4
10764,TX,12
10765,TX,7
10766,TX,3
10767,TX,8
10768,TX,7
10769,TX,5
10771,TX,6
10772,TX,0
10773,TX,2
10774,TX,11
10775,TX,5
10776,TX,3
10777,TX,6
10778,TX,10
10782,TX,2
10783,TX,2
10784,TX,2
10785,TX,6
10786,TX,5
10788,TX,6
10789,TX,8
10790,TX,3
10791,TX,10
10792,TX,9
10793,TX,10
10796,TX,2
10798,TX,1
10799,TX,10
10800,TX,9
10801,TX,7
10802,TX,2
10803,TX,1
10804,TX,2
10806,TX,9
10807,TX,6
10808,TX,1
10809,TX,6
10810,TX,9
10811,TX,4
10812,TX,7
10813,TX,3
10814,TX,2
10815,TX,8
10816,TX,2
10817,TX,1
10818,TX,3
10819,TX,3
10820,TX,5
10822,TX,7
10823,TX,1
10824,TX,3
10825,TX,11
10826,TX,5
10827,TX,3
10828,TX,6
10830,TX,4
10831,TX,6
10832,TX,5
10833,TX,4
10836,TX,11
10837,TX,9
10838,TX,4
10839,TX,8
10840,TX,9
10841,TX,8
10842,TX,8
10845,TX,8
10846,TX,3
10849,TX,7
10850,TX,12
10851,TX,2
10852,TX,7
10854,TX,3
10856,TX,4
10857,TX,8
10858,TX,2
10859,OK,3
10860,TX,2
10861,TX,2
10862,TX,5
10863,TX,6
10864,TX,11
10866,TX,4
10869,TX,8
10870,TX,1
10872,TX,5
10873,TX,7
10874,TX,2
10875,TX,1
10876,TX,7
10877,TX,5
10878,TX,3
10879,TX,3
10880,TX,6
10881,TX,9
10882,TX,4
10883,TX,7
10884,TX,1
10885,TX,6
10886,TX,5
10888,TX,6
10889,TX,2
10890,TX,4
10891,TX,7
10893,TX,10
10894,TX,10
10895,TX,11
10896,TX,10
10897,TX,6
10898,TX,3
10899,TX,3
10900,TX,2
10901,TX,12
10902,TX,4
10903,TX,1
10904,TX,4
10905,TX,4
10906,TX,1
10907,TX,5
10908,TX,7
10909,TX,8
10910,TX,2
10911,TX,7
10912,TX,7
10914,TX,5
10915,TX,8
10916,TX,6
10919,TX,0
10920,TX,7
10921,TX,6
10922,TX,4
10923,TX,3
10925,TX,9
10926,TX,6
10927,TX,3
10928,TX,7
10929,TX,4
10930,TX,5
10932,TX,2
10933,TX,7
10934,TX,4
10935,TX,2
10938,TX,0
10939,TX,2
10940,TX,3
10941,TX,6
10942,TX,11
10943,TX,3
10945,TX,6
10946,TX,8
10947,TX,0
10948,TX,7
10950,TX,10
10951,TX,4
10952,TX,8
10954,TX,6
10955,TX,5
10956,TX,9
10959,TX,7
10962,TX,6
10963,TX,6
10964,TX,3
10965,TX,10
10966,TX,11
10967,TX,5
10968,TX,3
10969,TX,5
10970,TX,7
10971,TX,10
10972,TX,7
10973,TX,2
10974,TX,10
10975,TX,6
10976,TX,8
10977,TX,8
10978,TX,3
10980,TX,2
10981,TX,10
10982,TX,7
10984,TX,7
10985,TX,5
10986,TX,3
10988,TX,2
10990,TX,7
10991,TX,9
10992,TX,12
10993,TX,9
10994,TX,4
10995,TX,7
10996,TX,5
10997,TX,5
10998,TX,8
10999,TX,11
11000,TX,9
11001,TX,1
11002,TX,8
11003,TX,9
11004,TX,1
11005,TX,5
11006,TX,12
11007,TX,8
11008,TX,9
11009,CA,6
11010,TX,7
11011,TX,7
11012,TX,7
11013,TX,5
11014,TX,2
11015,TX,6
11016,TX,7
11018,TX,11
11019,TX,12
11020,TX,11
11021,TX,11
11022,CO,5
11023,TX,4
11024,TX,4
11025,TX,2
11026,TX,11
11027,TX,9
11028,TX,9
11029,TX,4
11030,TX,10
11031,TX,6
11032,TX,10
11033,TX,9
11035,TX,10
11036,TX,10
11037,TX,8
11038,TX,7
11040,TX,10
11041,TX,2
11042,TX,7
11043,TX,5
11044,TX,7
11045,TX,3
11046,TX,8
11047,TX,10
11048,TX,2
11049,TX,7
11050,TX,10
11051,TX,6
11052,TX,8
11053,TX,10
11054,TX,1
11056,TX,6
11058,TX,5
11059,TX,5
11060,TX,9
11061,TX,3
11062,TX,8
11063,TX,9
11064,TX,3
11065,TX,9
11066,TX,4
11067,TX,2
11068,TX,12
11069,TX,1
11070,TX,8
11071,TX,4
11072,TX,7
11073,TX,4
11074,TX,4
11075,TX,2
11076,TX,9
11077,TX,5
11080,TX,6
11081,TX,3
11082,TX,6
11083,TX,12
11084,TX,5
11085,TX,8
11086,TX,11
11087,TX,10
11088,TX,0
11089,TX,2
11090,TX,9
11091,TX,4
11092,TX,4
11093,TX,9
11094,TX,9
11095,TX,8
11096,TX,3
11097,TX,0
11098,TX,8
11099,TX,3
11100,TX,5
11101,TX,9
11102,TX,3
11103,TX,3
11104,TX,5
11105,TX,3
11106,TX,4
11107,TX,9
11108,TX,10
11109,TX,8
11110,TX,12
11111,TX,9
11112,TX,5
11115,TX,7
11118,TX,6
11119,TX,10
11120,TX,3
11121,TX,6
11123,TX,0
11124,TX,12
11125,TX,9
11127,TX,1
11128,TX,2
11129,TX,6
11130,TX,7
11131,TX,10
11132,TX,4
11133,TX,2
11134,TX,4
11135,TX,5
11136,TX,5
11137,TX,8
11138,TX,6
11139,TX,5
11140,TX,5
11141,TX,6
11142,TX,4
11143,TX,3
11144,TX,10
11145,TX,7
11146,TX,4
11147,TX,12
11149,TX,3
11150,TX,6
11151,TX,3
11152,TX,4
11153,TX,2
11154,TX,8
11155,TX,10
11156,TX,10
11157,TX,4
11158,TX,4
11159,TX,3
11160,TX,5
11161,TX,11
11162,TX,5
11163,TX,3
11166,TX,5
11167,TX,4
11168,TX,2
11169,TX,6
11170,TX,3
11171,TX,2
11172,TX,7
11173,TX,11
11174,TX,11
11175,TX,5
11176,TX,2
11177,TX,5
11178,TX,1
11179,TX,0
11180,TX,5
11181,TX,6
11183,TX,2
11184,TX,6
11187,WI,10
11188,OK,0
11189,TX,7
11190,TX,5
11192,TX,3
11193,FL,8
11194,TX,7
11195,TX,6
11197,TX,10
11198,TX,4
11200,TX,11
11201,TX,1
11203,TX,7
11204,TX,2
11205,TX,7
11207,TX,8
11208,TX,7
11209,TX,2
11212,TX,4
11213,TX,10
11214,TX,10
11216,TX,9
11217,TX,7
11218,TX,7
11219,TX,8
11220,TX,3
11221,TX,2
11222,TX,1
11223,TX,9
11224,TX,10
11225,TX,12
11226,TX,3
11228,TX,3
11229,TX,9
11230,TX,10
11231,TX,5
11232,TX,8
11233,TX,8
11234,TX,9
11235,TX,7
11236,TX,5
11238,TX,8
11239,TX,9
11241,TX,9
11242,TX,8
11243,TX,5
11244,TX,8
11246,TX,8
11247,TX,9
11248,TX,4
11249,TX,2
11250,TX,3
11251,TX,5
11252,TX,6
11253,TX,7
11254,TX,3
11255,TX,8
11256,TX,1
11257,TX,5
11258,TX,3
11260,TX,10
11261,TX,7
11264,TX,2
11265,TX,0
11267,TX,6
11268,TX,6
11269,TX,0
11272,TX,5
11274,TX,11
11275,TX,1
11276,TX,8
11277,TX,1
11280,TX,7
11282,TX,10
11284,TX,6
11285,TX,0
11286,TX,5
11287,TX,6
11290,GA,11
11291,TX,9
11293,TX,1
11295,TX,7
11296,TX,11
11297,TX,3
11298,TX,9
11299,TX,6
11300,TX,9
11301,TX,7
11303,TX,2
11304,TX,9
11305,TX,10
11306,TX,10
11307,TX,8
11308,TX,6
11310,TX,4
11311,TX,9
11312,TX,6
11313,TX,4
11314,TX,9
11316,TX,4
11318,TX,4
11319,TX,4
11320,TX,10
11321,TX,5
11322,TX,10
11323,TX,4
11324,TX,11
11325,TX,6
11326,TX,2
11327,TX,5
11328,TX,10
11329,TX,5
11330,TX,7
11331,TX,10
11332,TX,12
11333,TX,12
11334,TX,9
11335,TX,5
11337,TX,9
11338,TX,9
11339,TX,12
11341,TX,7
11342,TX,12
11343,TX,10
11344,TX,3
11345,TX,9
11346,TX,9
11347,TX,6
11348,TX,1
11350,TX,8
11351,TX,3
11352,TX,8
11353,TX,10
11354,TX,8
11355,TX,6
11356,TX,4
11357,TX,12
11358,TX,7
11360,TX,5
11361,TX,7
11362,TX,3
11363,TX,11
11364,TX,5
11365,TX,8
11366,TX,6
11367,TX,8
11369,TX,6
11370,TX,9
11371,TX,7
11372,TX,10
11373,TX,6
11374,TX,8
11375,TX,9
11376,TX,7
11377,TX,3
11378,TX,1
11379,TX,12
11380,TX,12
11381,TX,12
11382,TX,9
11383,TX,10
11384,TX,5
11385,TX,7
11386,TX,6
11387,TX,10
11388,TX,7
11389,TX,10
11390,TX,3
11391,TX,2
11392,TX,8
11393,CA,10
11394,TX,6
11395,TX,5
11396,TX,7
11397,TX,9
11398,TX,9
11399,TX,10
11401,TX,8
11402,TX,9
11404,TX,2
11405,TX,3
11406,TX,6
11407,TX,4
11408,TX,3
11409,TX,2
11411,TX,6
11412,TX,2
11413,TX,7
11414,TX,8
11415,TX,2
11416,TX,11
11417,TX,11
11418,TX,2
11419,TX,6
11420,TX,10
11421,TX,3
11422,TX,8
11423,TX,8
11424,TX,2
11425,TX,4
11427,TX,5
11428,TX,5
11429,TX,2
11430,TX,9
11431,TX,2
11433,TX,1
11434,TX,7
11436,TX,8
11437,TX,7
11439,TX,10
11440,TX,3
11441,TX,9
11443,TX,4
11445,TX,5
11446,TX,8
11447,TX,4
11448,TX,9
11449,TX,7
11450,TX,9
11451,TX,6
11452,TX,10
11453,TX,5
11454,TX,6
11455,TX,3
11456,TX,7
11457,TX,1
11459,TX,10
11460,TX,5
11461,TX,6
11462,TX,8
11463,TX,6
11464,TX,5
11465,TX,3
11467,TX,11
11468,TX,7
11469,TX,10
11470,TX,10
11471,TX,3
11472,TX,7
11473,TX,8
11475,TX,8
11476,TX,8
11478,TX,8
11479,TX,2
11480,TX,9
11481,TX,2
11483,TX,8
11484,TX,4
11485,TX,6
11486,TX,9
11487,TX,7
11488,TX,5
11489,TX,5
11490,TX,6
11491,TX,2
11492,TX,10
11494,TX,6
11496,TX,7
11497,TX,10
11498,TX,8
11499,TX,3
11500,TX,9
11501,TX,10
11502,TX,6
11503,TX,7
11504,TX,10
11505,TX,7
11506,TX,7
11507,TX,8
11508,TX,8
11509,TX,9
11510,TX,4
11511,TX,2
11512,TX,6
11513,TX,10
11514,TX,5
11515,TX,1
11516,TX,9
11517,TX,12
11518,TX,2
11520,TX,12
11521,TX,6
11522,TX,4
11523,TX,10
11524,TX,5
11525,TX,7
11526,TX,8
11527,MI,12
11529,TX,4
11530,TX,8
11531,TX,12
11532,TX,5
11533,TX,6
11534,TX,6
11535,TX,2
11536,TX,6
11537,TX,7
11538,TX,0
11539,TX,5
11540,TX,7
11541,TX,3
11542,TX,5
11543,TX,8
11544,TX,10
11545,TX,5
11546,TX,2
11547,TX,10
11548,TX,4
11551,TX,4
11553,TX,10
11554,TX,4
11556,TX,3
11557,TX,4
11558,TX,5
11559,TX,2
11560,TX,6
11561,TX,7
11562,TX,1
11564,TX,8
11565,TX,9
11566,TX,8
11567,TX,12
11568,TX,4
11569,TX,8
11570,TX,7
11571,TX,4
11572,TX,4
11573,TX,0
11574,TX,8
11575,TX,8
11576,TX,5
11577,TX,3
11578,TX,2
11579,TX,10
11580,TX,3
11581,TX,2
11582,TX,2
11583,TX,7
11585,TX,5
11589,TX,8
11592,MS,9
11593,TX,9
11594,TX,3
11597,TX,9
11598,TX,4
11599,TX,4
11600,TX,10
11603,TX,2
11604,TX,4
11608,TX,6
11609,TX,12
11610,TX,10
11611,TX,1
11612,TX,3
11613,TX,3
11614,TX,5
11615,TX,8
11619,TX,0
11621,TX,9
11624,TX,9
11626,TX,8
11627,TX,8
11628,TX,7
11629,TX,10
11630,TX,8
11631,TX,3
11632,TX,2
11634,TX,3
11635,TX,2
11637,TX,7
11638,TX,10
11639,TX,5
11640,TX,7
11641,TX,2
11642,TX,7
11643,TX,10
11644,TX,10
11646,TX,7
11648,TX,2
11650,TX,7
11653,TX,7
11656,TX,3
11658,TX,5
11659,TX,5
11660,TX,1
11662,TX,7
11663,TX,8
11664,TX,7
11667,TX,10
11668,TX,10
11670,TX,6
11671,TX,6
11673,TX,5
11674,TX,11
11676,TX,3
11677,TX,7
11678,TX,1
11679,TX,7
11680,TX,9
11681,TX,7
11682,TX,10
11683,TX,8
11684,TX,9
11685,TX,2
11686,TX,9
11687,TX,2
11689,TX,11
11691,TX,2
11692,TX,6
11694,TX,8
11695,TX,8
11696,TX,7
11697,TX,9
11698,TX,6
11699,TX,9
11700,TX,4
11701,TX,8
11702,TX,7
11703,TX,7
11704,TX,3
11705,TX,8
11706,TX,4
11707,TX,7
11708,TX,7
11709,TX,8
11711,TX,1
11712,TX,8
11713,TX,2
11714,TX,8
11716,TX,3
11717,TX,2
11718,TX,5
11719,TX,7
11720,TX,2
11721,TX,9
11722,TX,3
11723,TX,7
11725,TX,4
11727,TX,8
11730,TX,1
11731,TX,5
11733,TX,0
11734,TX,2
11736,TX,8
11737,TX,11
11738,TX,8
11739,TX,5
11740,TX,6
11741,TX,6
11744,TX,8
11745,TX,6
11746,TX,3
11748,TX,6
11749,TX,9
11752,TX,6
11753,TX,7
11754,TX,6
11756,TX,10
11757,TX,7
11758,TX,8
11759,TX,0
11760,TX,1
11761,TX,5
11762,TX,8
11765,TX,5
11766,TX,7
11769,TX,8
11770,TX,12
11771,TX,2
11773,TX,5
11774,TX,8
11775,TX,9
11776,TX,5
11777,NM,7
11778,CA,1
11779,TX,3
11780,TX,3
11781,TX,4
11783,TX,4
11784,TX,4
11785,TX,2
11787,TX,7
11788,TX,10
11789,TX,3
11790,TX,4
11791,TX,6
11792,TX,6
11793,TX,7
11794,TX,4
11795,TX,9
11796,TX,4
11797,TX,7
11798,TX,3
11799,TX,9
11800,TX,4
11801,TX,5
11802,TX,12
11803,TX,6
11804,TX,6
11805,TX,5
11806,TX,3
11808,TX,1
11809,TX,10
11810,TX,3
11811,TX,3
11813,TX,9
11814,TX,4
11815,TX,3
11816,TX,8
11817,TX,8
11818,TX,4
11819,TX,8
11820,TX,8
11821,TX,7
11822,TX,4
11823,TX,5
11826,TX,3
11827,TX,3
11828,TX,6
11830,TX,3
11831,TX,3
11832,TX,5
11833,TX,3
11835,TX,4
11836,TX,4
11837,TX,5
11838,TX,12
11839,TX,4
11840,TX,3
11841,TX,7
11842,TX,5
11843,TX,2
11844,TX,3
11845,TX,10
11846,TX,3
11847,TX,3
11848,TX,5
11849,TX,4
11850,TX,10
11852,TX,5
11853,TX,3
11854,TX,3
11855,TX,4
11857,TX,4
11859,TX,3
11860,TX,8
11861,TX,8
11862,TX,3
11863,TX,5
11864,TX,3
11865,TX,9
11866,TX,9
11867,TX,6
11868,TX,6
11869,TX,1
11870,TX,8
11871,TX,8
11873,TX,5
11874,TX,4
11875,TX,7
11876,TX,5
11877,TX,2
11878,TX,3
11879,TX,7
11880,TX,7
11883,TX,11
11884,TX,8
11886,TX,7
11887,MS,9
11888,TX,6
11889,TX,8
11891,TX,6
11892,TX,10
11893,TX,5
11894,TX,8
11895,TX,6
11896,TX,9
11897,TX,4
11898,TX,3
11899,TX,4
11900,TX,3
11901,TX,12
11902,TX,7
11903,TX,12
11904,TX,8
11905,TX,10
11906,TX,6
11907,TX,3
11908,TX,5
11909,TX,6
11910,TX,10
11911,TX,2
11912,TX,10
11913,TX,7
11914,TX,7
11915,TX,7
11916,TX,11
11917,TX,3
11918,FL,8
11919,TX,3
11920,TX,5
11921,TX,0
11922,TX,11
11923,TX,3
11924,TX,5
11926,TX,7
11927,TX,3
11928,TX,5
11929,TX,2
11930,TX,8
11931,TX,5
11932,TX,1
11933,TX,3
11934,TX,1
11935,TX,2
11938,TX,9
11939,TX,10
11940,TX,5
11941,TX,8
11942,CA,9
11943,TX,3
11945,TX,4
11946,TX,2
11948,TX,5
11949,TX,4
11950,TX,1
11951,NY,4
11952,TX,5
11953,TX,2
11955,TX,5
11956,TX,4
11957,TX,3
11958,TX,9
11959,TX,7
11960,TX,5
11962,TX,3
11963,TX,3
11964,TX,1
11965,TX,3
11966,TX,1
11967,TX,1
11968,TX,11
11969,TX,10
11970,TX,8
11972,TX,8
11974,TX,9
11975,TX,2
11976,TX,6
11977,TX,9
11978,TX,2
11979,TX,7
11980,TX,3
11981,TX,9
11982,TX,6
11983,TX,3
11984,TX,4
11985,TX,3
11986,TX,8
11987,TX,12
11988,TX,10
11990,TX,8
11991,TX,3
11992,TX,8
11993,TX,10
11994,TX,10
11995,TX,10
11996,TX,5
11997,TX,9
11998,TX,9
12000,MO,4
12001,AR,6
12002,LA,10
12003,TX,3
12004,TX,6
12005,TX,6
12006,TX,2
12007,TX,3
12008,TX,6
12009,LA,0
12010,TX,10
12011,TX,8
12012,TX,11
12013,TX,7
12014,TX,11
12015,TX,10
12016,TX,6
12018,TX,0
12019,TX,9
12021,TX,5
12022,TX,3
12023,TX,7
12024,TX,10
12025,TX,2
12026,TX,3
12027,TX,6
12028,TX,4
12029,AR,10
12030,TX,11
12031,TX,6
12032,TX,11
12033,TX,9
12034,TX,11
12035,TX,9
12039,TX,8
12040,TX,7
12041,TX,4
12042,TX,4
12043,TX,2
12044,TX,1
12045,TX,6
12048,TX,6
12049,TX,6
12050,TX,1
12051,TX,5
12053,TX,10
12054,TX,1
12055,TX,4
12056,TX,10
12057,TX,12
12058,TX,1
12059,TX,2
12060,TX,6
12061,TX,11
12062,TX,6
12063,TX,5
12064,TX,5
12065,TX,3
12066,TX,6
12067,TX,6
12068,TX,9
12069,TX,2
12070,TX,6
12071,TX,4
12072,TX,6
12073,TX,3
12076,AZ,5
12077,AZ,10
12078,AZ,3
12079,AZ,6
12080,AZ,10
12081,AZ,1
12082,AZ,6
12083,TN,7
12085,AZ,3
12087,AZ,12
12088,AZ,6
12089,AZ,7
12090,AZ,6
12092,CA,9
12093,AZ,10
12094,AZ,3
12095,AZ,7
12096,AZ,5
12097,AZ,10
12098,AZ,6
12099,AZ,8
12101,AZ,7
12103,AZ,10
12104,AZ,2
12105,CA,3
12106,AZ,2
12107,AZ,7
12108,AZ,6
12109,AZ,2
12110,AZ,3
12111,AZ,3
12112,AZ,7
12113,AZ,9
12114,AZ,10
12115,AZ,2
12116,OR,10
12117,AZ,7
12118,AZ,8
12119,AZ,3
12120,AZ,6
12121,AZ,8
12122,AZ,10
12123,AZ,2
12124,AZ,6
12125,AZ,8
12127,AZ,3
12128,AZ,12
12129,AZ,3
12130,AZ,10
12132,AZ,6
12133,AZ,11
12135,AZ,7
12137,AZ,6
12138,TN,6
12141,AZ,3
12142,AZ,5
12143,AZ,11
12144,AZ,7
12145,AZ,8
12146,AZ,11
12148,AZ,3
12149,AZ,11
12151,AZ,8
12152,AZ,6
12153,AZ,6
12154,AZ,7
12155,AZ,9
12156,AZ,3
12158,AZ,7
12159,AZ,7
12160,AZ,11
12161,AZ,8
12162,AZ,11
12163,CA,6
12164,AZ,8
12165,AZ,8
12166,AZ,1
12167,AZ,1
12168,AZ,12
12169,AZ,4
12170,AZ,1
12171,AZ,7
12172,AZ,2
12173,AZ,10
12174,AZ,11
12175,AZ,3
12176,AZ,6
12177,AZ,4
12178,AZ,7
12179,AZ,1
12180,AZ,12
12181,MO,7
12182,AZ,10
12183,AZ,10
12184,AZ,1
12185,AZ,4
12188,AZ,5
12189,AZ,1
12190,AZ,6
12192,AZ,5
12193,AZ,3
12194,AZ,4
12195,AZ,9
12196,AZ,9
12198,AZ,1
12199,AZ,1
12200,AZ,0
12202,AZ,10
12204,AZ,3
12205,AZ,1
12206,AZ,7
12207,AZ,6
12208,AZ,10
12209,AZ,6
12210,AZ,4
12212,AZ,6
12213,AZ,4
12214,AZ,3
12215,AZ,7
12216,AZ,3
12217,AZ,2
12218,AZ,2
12219,AZ,12
12220,AZ,10
12221,AZ,12
12222,AZ,6
12223,AZ,7
12224,AZ,6
12225,AZ,2
12226,AZ,4
12227,AZ,4
12229,AZ,10
12230,AZ,3
12232,AZ,0
12233,AZ,10
12234,AZ,7
12235,AZ,6
12236,AZ,1
12237,AZ,3
12238,AZ,2
12239,AZ,4
12240,AZ,12
12241,AZ,6
12242,AZ,2
12243,AZ,8
12244,AZ,4
12245,AZ,2
12246,AZ,3
12247,AZ,5
12248,AZ,7
12249,AZ,10
12250,AZ,4
12251,AZ,7
12253,AZ,2
12254,AZ,8
12256,AZ,9
12257,AZ,8
12258,AZ,7
12259,AZ,7
12260,AZ,3
12261,AZ,6
12262,AZ,5
12263,AZ,6
12264,AZ,3
12265,AZ,5
12266,AZ,9
12267,AZ,5
12268,AZ,6
12269,AZ,10
12270,AZ,4
12271,AZ,2
12272,AZ,12
12273,AZ,5
12274,AZ,3
12275,AZ,2
12276,AZ,3
12277,AZ,4
12278,AZ,8
12279,AZ,2
12280,AZ,12
12281,AZ,11
12282,CA,6
12283,AZ,9
12284,WA,6
12285,AZ,8
12286,AZ,8
12287,AZ,9
12289,AZ,9
12290,AZ,3
12291,AZ,2
12292,AZ,6
12293,AZ,9
12294,AZ,5
12297,AZ,1
12298,AZ,7
12299,AZ,5
12300,AZ,4
12301,AZ,3
12302,AZ,3
12303,AZ,7
12304,AZ,12
12305,AZ,10
12306,AZ,5
12309,AZ,2
12310,AZ,11
12311,AZ,6
12312,AZ,12
12313,AZ,7
12314,AZ,9
12315,AZ,8
12316,AZ,9
12318,AZ,2
12319,AZ,1
12320,AZ,11
12321,AZ,10
12322,AZ,7
12323,AZ,1
12324,AZ,3
12325,AZ,9
12326,AZ,6
12327,AZ,12
12328,AZ,7
12329,AZ,10
12330,AZ,12
12331,AZ,11
12332,AZ,7
12333,AZ,1
12334,AZ,9
12335,AZ,6
12336,AZ,6
12337,AZ,3
12339,AZ,7
12340,AZ,9
12341,AZ,9
12342,AZ,12
12344,AZ,7
12345,AZ,6
12346,AZ,7
12347,AZ,5
12348,AZ,7
12349,AZ,10
12350,AZ,10
12351,AZ,3
12352,AZ,5
12354,AZ,10
12355,AZ,9
12356,AZ,7
12358,AZ,2
12359,AZ,7
12360,AZ,8
12361,AZ,6
12363,AZ,7
12364,AZ,7
12366,AZ,11
12367,AZ,7
12368,CA,3
12369,AZ,3
12370,AZ,10
12371,AZ,6
12372,AZ,10
12373,AZ,12
12375,AZ,7
12376,AZ,9
12377,AZ,12
12378,AZ,7
12379,AZ,2
12381,AZ,3
12382,AZ,7
12383,AZ,10
12385,AZ,3
12386,AZ,2
12388,AZ,9
12390,AZ,2
12391,AZ,4
12392,AZ,9
12393,AZ,7
12394,CA,11
12395,AZ,7
12396,AZ,1
12397,AZ,10
12398,AZ,1
12400,AZ,8
12401,CA,8
12403,AZ,7
12404,AZ,8
12405,AZ,5
12406,AZ,2
12407,AZ,4
12408,AZ,1
12409,AZ,1
12410,AZ,11
12411,AZ,7
12412,NJ,6
12413,AZ,7
12414,AZ,12
12415,AZ,6
12416,AZ,10
12418,AZ,2
12419,AZ,5
12420,AZ,7
12421,AZ,6
12422,AZ,11
12423,AZ,4
12424,AZ,2
12425,AZ,5
12426,AZ,6
12427,AZ,10
12428,TN,3
12429,AZ,5
12431,AZ,10
12432,AZ,10
12433,AZ,0
12434,AZ,11
12435,AZ,2
12436,AZ,2
12438,AZ,12
12439,AZ,8
12441,AZ,2
12442,AZ,9
12443,AZ,7
12444,AZ,11
12446,AZ,9
12447,AZ,8
12450,AZ,5
12452,AZ,8
12453,AZ,2
12454,AZ,8
12455,AZ,8
12457,AZ,5
12458,AZ,10
12459,AZ,11
12460,AZ,2
12461,AZ,8
12462,AZ,9
12463,AZ,7
12464,AZ,7
12465,AZ,3
12466,AZ,1
12467,AZ,2
12468,AZ,6
12469,AZ,9
12470,AZ,10
12471,AZ,10
12472,AZ,5
12473,AZ,7
12474,AZ,6
12475,AZ,10
12476,AZ,10
12477,AZ,2
12478,AZ,10
12479,AZ,7
12480,AZ,10
12481,AZ,3
12482,AZ,9
12483,AZ,5
12484,AZ,6
12485,AZ,10
12486,AZ,5
12487,AZ,8
12488,AZ,2
12490,AZ,7
12491,AZ,9
12492,AZ,5
12493,AZ,4
12494,AZ,9
12495,AZ,7
12496,AZ,8
12497,AZ,5
12498,AZ,1
12499,AZ,6
12500,AZ,7
12501,AZ,1
12502,CO,1
12503,CO,0
12504,CO,6
12505,CO,3
12506,CO,5
12507,CO,12
12508,CO,9
12510,CA,11
12511,KS,10
12512,CO,11
12513,CO,6
12514,CO,10
12516,CO,2
12517,CO,4
12519,CO,10
12520,CO,1
12521,CO,3
12522,CO,6
12523,CO,8
12524,CO,10
12525,CO,7
12526,CO,7
12527,CO,6
12528,CO,4
12529,CO,10
12530,CO,1
12531,CO,5
12532,CO,12
12533,CO,2
12534,CO,7
12535,CO,9
12536,CO,7
12537,CO,4
12538,CO,4
12539,CO,6
12541,CO,10
12543,CO,7
12544,CO,12
12546,CO,3
12547,AZ,9
12548,CO,4
12550,CO,4
12551,CO,8
12552,CO,7
12554,CO,10
12555,CO,10
12556,CO,8
12557,CO,12
12559,CO,12
12560,CO,12
12561,CO,6
12562,CO,7
12563,CO,10
12564,CO,4
12565,CO,8
12566,CO,3
12567,CO,6
12568,CO,1
12570,CO,12
12571,CO,12
12572,CO,7
12573,CO,3
12574,CO,11
12575,CO,12
12577,CO,2
12578,CO,8
12579,CO,12
12580,CO,5
12581,CO,3
12582,CO,3
12583,CO,10
12584,CO,3
12587,CO,10
12588,CO,6
12589,CO,8
12590,CO,9
12591,CO,10
12592,CO,10
12593,CO,4
12594,CO,7
12595,CO,8
12596,CO,0
12597,CO,0
12599,CO,10
12600,CO,12
12601,CO,11
12602,CO,11
12603,CO,2
12604,NE,5
12605,CO,9
12606,CO,10
12607,CO,4
12609,CO,10
12611,CO,8
12612,CO,8
12613,CO,5
12615,CO,7
12616,CO,7
12617,CO,9
12618,CO,8
12623,CO,9
12625,CO,9
12626,TX,6
12627,CO,8
12628,CO,10
12629,CO,2
12630,CO,10
12631,CO,6
12633,CO,9
12634,CO,8
12635,CO,7
12637,CO,7
12638,CO,12
12639,CO,8
12640,CO,3
12641,CO,6
12642,CO,12
12643,CO,10
12644,CO,3
12646,CO,10
12647,CO,6
12648,CO,10
12649,CO,8
12650,CO,4
12651,CO,6
12653,CO,1
12655,KS,10
12657,CO,5
12658,CO,1
12659,CO,2
12660,CO,3
12661,CO,7
12662,CO,3
12664,CO,10
12666,CO,0
12667,CO,9
12669,CO,6
12675,KS,12
12676,CO,10
12678,CO,1
12679,CO,9
12681,CO,6
